t_s,mem_util_pct,gpu_util_pct,phase
3.4279005879943725,30,26,util_25
3.4496676590060815,30,26,util_25
3.4705433390045073,30,26,util_25
3.4921191110042855,30,26,util_25
3.5142865770030767,30,26,util_25
3.536011347998283,30,28,util_25
3.5578619180014357,30,28,util_25
3.578511500003515,30,28,util_25
3.599167082007625,30,28,util_25
3.620132060998003,30,28,util_25
3.6408979420084506,30,28,util_25
3.6617525220062817,30,28,util_25
3.682790599996224,30,28,util_25
3.7039581770077348,30,28,util_25
3.7294637080049142,30,26,util_25
3.7502682890044525,30,26,util_25
3.770997769999667,30,26,util_25
3.791937449001125,30,26,util_25
3.8126539310032967,30,26,util_25
3.8333217129984405,30,26,util_25
3.8547887860040646,30,26,util_25
3.875654465999105,30,26,util_25
3.896380047997809,30,26,util_25
3.917040829997859,30,26,util_25
3.937780811000266,30,27,util_25
3.9585198929999024,30,27,util_25
3.9791540760052158,30,27,util_25
3.9999345569958678,30,27,util_25
4.020665037998697,30,27,util_25
4.041358119997312,30,27,util_25
4.062421698006801,30,27,util_25
4.083566076005809,30,27,util_25
4.104611753995414,30,27,util_25
4.129169983003521,29,25,util_25
4.149982397997519,29,25,util_25
4.1708935130009195,29,25,util_25
4.191803727997467,29,25,util_25
4.212638242999674,29,25,util_25
4.233454757995787,29,25,util_25
4.254275772997062,29,25,util_25
4.275064487999771,29,25,util_25
4.2958529030001955,29,25,util_25
4.316750218000379,29,25,util_25
4.337606533008511,29,25,util_25
4.358320048006135,29,25,util_25
4.380001262994483,29,25,util_25
4.400897177998559,29,25,util_25
4.421732193004573,29,25,util_25
4.442934008999146,29,25,util_25
4.46412932399835,29,25,util_25
4.4852972390071955,29,25,util_25
4.506130153997219,29,25,util_25
4.529345271002967,29,24,util_25
4.550174086005427,29,24,util_25
4.571008101003827,29,24,util_25
4.591897115999018,29,24,util_25
4.612779230999877,29,24,util_25
4.633589346005465,29,24,util_25
4.654383661007159,29,24,util_25
4.676479777001077,29,24,util_25
4.698118592001265,29,24,util_25
4.719170707001467,29,24,util_25
4.739987021996058,29,27,util_25
4.760838936999789,29,27,util_25
4.781618552005966,29,27,util_25
4.802677867002785,29,27,util_25
4.823760283004958,29,27,util_25
4.844892798006185,29,27,util_25
4.865913713001646,29,27,util_25
4.88675982800487,29,27,util_25
4.9075934430002235,29,27,util_25
4.928977959003532,30,26,util_25
4.949712874004035,30,26,util_25
4.970778889008216,30,26,util_25
